Id,Geography,Total; Estimate; Total population
1600000US4161800,"Rickreall CDP, Oregon",76
1600000US4161850,"Riddle city, Oregon",1277
1600000US4162250,"Rivergrove city, Oregon",481
1600000US4162412,"Riverside CDP, Oregon",164
1600000US4162900,"Rockaway Beach city, Oregon",1308
1600000US4163010,"Rockcreek CDP, Oregon",9503
1600000US4163450,"Rogue River city, Oregon",2487
1600000US4163650,"Roseburg city, Oregon",22013
1600000US4163660,"Roseburg North CDP, Oregon",5904
1600000US4163800,"Rose Lodge CDP, Oregon",1478
1600000US4163950,"Rowena CDP, Oregon",218
1600000US4164150,"Ruch CDP, Oregon",765
1600000US4164200,"Rufus city, Oregon",190
1600000US4164600,"St. Helens city, Oregon",13254
1600000US4164850,"St. Paul city, Oregon",460
1600000US4164900,"Salem city, Oregon",163654
1600000US4165250,"Sandy city, Oregon",10581
1600000US4165500,"Scappoose city, Oregon",6975
1600000US4165650,"Scio city, Oregon",744
1600000US4165800,"Scotts Mills city, Oregon",446
1600000US4165950,"Seaside city, Oregon",6542
1600000US4166150,"Selma CDP, Oregon",585
1600000US4166200,"Seneca city, Oregon",222
1600000US4166385,"Seventh Mountain CDP, Oregon",316
1600000US4166550,"Shady Cove city, Oregon",3012
1600000US4166700,"Shaniko city, Oregon",3
1600000US4166900,"Shedd CDP, Oregon",449
1600000US4167050,"Sheridan city, Oregon",6049
1600000US4167100,"Sherwood city, Oregon",19107
1600000US4167500,"Siletz city, Oregon",1526
1600000US4167600,"Silver Lake CDP, Oregon",72
1600000US4167650,"Silverton city, Oregon",9757
1600000US4167950,"Sisters city, Oregon",2452
1600000US4168550,"Sodaville city, Oregon",439
1600000US4168875,"South Lebanon CDP, Oregon",704
1600000US4169450,"Spray town, Oregon",152
1600000US4169600,"Springfield city, Oregon",60823
1600000US4169800,"Stafford CDP, Oregon",1992
1600000US4169900,"Stanfield city, Oregon",2662
1600000US4170200,"Stayton city, Oregon",7927
1600000US4170700,"Sublimity city, Oregon",2876
1600000US4170850,"Summerville town, Oregon",141
1600000US4170870,"Summit CDP, Oregon",113
1600000US4171000,"Sumpter city, Oregon",218
1600000US4171250,"Sunriver CDP, Oregon",957
1600000US4171650,"Sutherlin city, Oregon",7887
1600000US4171950,"Sweet Home city, Oregon",9289
1600000US4172400,"Takilma CDP, Oregon",493
1600000US4172500,"Talent city, Oregon",6349
1600000US4172600,"Tangent city, Oregon",1208
1600000US4172800,"Terrebonne CDP, Oregon",1517
1600000US4172820,"Tetherow CDP, Oregon",471
1600000US4172950,"The Dalles city, Oregon",15224
1600000US4173225,"Three Rivers CDP, Oregon",3903
1600000US4173650,"Tigard city, Oregon",51355
1600000US4173700,"Tillamook city, Oregon",5085
1600000US4174000,"Toledo city, Oregon",3514
1600000US4174400,"Trail CDP, Oregon",699
1600000US4174650,"Tri-City CDP, Oregon",3960
1600000US4174850,"Troutdale city, Oregon",16557
1600000US4174950,"Tualatin city, Oregon",27135
1600000US4175050,"Tumalo CDP, Oregon",547
1600000US4175150,"Turner city, Oregon",2221
1600000US4175185,"Tutuilla CDP, Oregon",458
1600000US4175500,"Tygh Valley CDP, Oregon",201
1600000US4175550,"Ukiah city, Oregon",258
1600000US4175600,"Umapine CDP, Oregon",334
1600000US4175650,"Umatilla city, Oregon",7069
1600000US4175850,"Union city, Oregon",2103
1600000US4176250,"Unity city, Oregon",63
1600000US4176600,"Vale city, Oregon",2199
1600000US4177050,"Veneta city, Oregon",4808
1600000US4177250,"Vernonia city, Oregon",1917
1600000US4178000,"Waldport city, Oregon",2200
1600000US4178150,"Wallowa city, Oregon",732
1600000US4178160,"Wallowa Lake CDP, Oregon",37
1600000US4178300,"Wamic CDP, Oregon",55
1600000US4178600,"Warm Springs CDP, Oregon",3555
1600000US4178800,"Warren CDP, Oregon",1897
1600000US4178900,"Warrenton city, Oregon",5335
1600000US4178950,"Wasco city, Oregon",377
1600000US4179050,"Waterloo town, Oregon",213
1600000US4179950,"Westfir city, Oregon",254
1600000US4180025,"West Haven-Sylvan CDP, Oregon",8142
1600000US4180150,"West Linn city, Oregon",26307
1600000US4180350,"Weston city, Oregon",734
1600000US4180400,"Westport CDP, Oregon",202
1600000US4180750,"West Scio CDP, Oregon",128
1600000US4180900,"West Slope CDP, Oregon",7698
1600000US4181300,"Wheeler city, Oregon",391
1600000US4181450,"White City CDP, Oregon",9030
1600000US4182350,"Willamina city, Oregon",2188
1600000US4182450,"Williams CDP, Oregon",1154
1600000US4182800,"Wilsonville city, Oregon",22789
1600000US4182850,"Wimer CDP, Oregon",429
1600000US4183050,"Winchester Bay CDP, Oregon",383
1600000US4183400,"Winston city, Oregon",5365
1600000US4183750,"Woodburn city, Oregon",25067
1600000US4183950,"Wood Village city, Oregon",4028
1600000US4184200,"Yachats city, Oregon",662
1600000US4184250,"Yamhill city, Oregon",1379
1600000US4184600,"Yoncalla city, Oregon",1202
1600000US4200100,"Aaronsburg CDP (Centre County), Pennsylvania",533
1600000US4200104,"Aaronsburg CDP (Washington County), Pennsylvania",196
1600000US4200116,"Abbottstown borough, Pennsylvania",952
1600000US4200244,"Ackermanville CDP, Pennsylvania",773
1600000US4200332,"Adamsburg borough, Pennsylvania",187
1600000US4200364,"Adamstown borough, Pennsylvania",2203
1600000US4200372,"Adamsville CDP, Pennsylvania",56
1600000US4200396,"Addison borough, Pennsylvania",233
1600000US4200540,"Akron borough, Pennsylvania",3975
1600000US4200572,"Alba borough, Pennsylvania",110
1600000US4200628,"Albion borough, Pennsylvania",1534
1600000US4200652,"Albrightsville CDP, Pennsylvania",55
1600000US4200660,"Alburtis borough, Pennsylvania",2495
1600000US4200676,"Aldan borough, Pennsylvania",4162
1600000US4200756,"Alexandria borough, Pennsylvania",404
1600000US4200764,"Alfarata CDP, Pennsylvania",127
1600000US4200820,"Aliquippa city, Pennsylvania",9173
1600000US4200924,"Alleghenyville CDP, Pennsylvania",1052
1600000US4200980,"Allenport CDP, Pennsylvania",653
1600000US4200988,"Allenport borough, Pennsylvania",495
1600000US4201004,"Allensville CDP, Pennsylvania",509
1600000US4202000,"Allentown city, Pennsylvania",120128
1600000US4202016,"Allenwood CDP, Pennsylvania",346
1600000US4202040,"Allison CDP, Pennsylvania",630
1600000US4202056,"Allison Park CDP, Pennsylvania",22041
1600000US4202072,"Allport CDP, Pennsylvania",414
1600000US4202088,"Almedia CDP, Pennsylvania",1055
1600000US4202128,"Alsace Manor CDP, Pennsylvania",426
1600000US4202144,"Altamont CDP, Pennsylvania",639
1600000US4202184,"Altoona city, Pennsylvania",44749
1600000US4202264,"Ambler borough, Pennsylvania",6525
1600000US4202288,"Ambridge borough, Pennsylvania",6853
1600000US4202349,"Amity Gardens CDP, Pennsylvania",3208
1600000US4202416,"Ancient Oaks CDP, Pennsylvania",7769
1600000US4202608,"Annville CDP, Pennsylvania",4881
1600000US4202720,"Apollo borough, Pennsylvania",1451
1600000US4202752,"Applewold borough, Pennsylvania",340
1600000US4202826,"Arcadia University CDP, Pennsylvania",654
1600000US4202832,"Archbald borough, Pennsylvania",7004
1600000US4202896,"Ardmore CDP, Pennsylvania",13193
1600000US4202928,"Arendtsville borough, Pennsylvania",847
1600000US4202968,"Aristes CDP, Pennsylvania",340
1600000US4203008,"Arlington Heights CDP, Pennsylvania",5238
1600000US4203032,"Armagh borough, Pennsylvania",114
1600000US4203088,"Arnold city, Pennsylvania",4980
1600000US4203096,"Arnold City CDP, Pennsylvania",486
1600000US4203104,"Arnot CDP, Pennsylvania",404
1600000US4203120,"Arona borough, Pennsylvania",369
1600000US4203264,"Ashland borough, Pennsylvania",2731
1600000US4203272,"Ashley borough, Pennsylvania",2737
1600000US4203296,"Ashville borough, Pennsylvania",195
1600000US4203312,"Aspers CDP, Pennsylvania",376
1600000US4203320,"Aspinwall borough, Pennsylvania",2769
1600000US4203384,"Atglen borough, Pennsylvania",1513
1600000US4203392,"Athens borough, Pennsylvania",3263
1600000US4203424,"Atkinson Mills CDP, Pennsylvania",180
1600000US4203440,"Atlantic CDP, Pennsylvania",38
1600000US4203464,"Atlas CDP, Pennsylvania",1025
1600000US4203472,"Atlasburg CDP, Pennsylvania",388
1600000US4203480,"Atwood borough, Pennsylvania",84
1600000US4203488,"Auburn borough, Pennsylvania",795
1600000US4203544,"Audubon CDP, Pennsylvania",9010
1600000US4203576,"Austin borough, Pennsylvania",528
1600000US4203608,"Avalon borough, Pennsylvania",4642
1600000US4203616,"Avella CDP, Pennsylvania",893
1600000US4203632,"Avis borough, Pennsylvania",1423
1600000US4203640,"Avoca borough, Pennsylvania",2636
1600000US4203648,"Avon CDP, Pennsylvania",1622
1600000US4203656,"Avondale borough, Pennsylvania",1556
1600000US4203676,"Avonia CDP, Pennsylvania",1089
1600000US4203688,"Avonmore borough, Pennsylvania",1083
1600000US4203736,"Baden borough, Pennsylvania",4033
1600000US4203768,"Baidland CDP, Pennsylvania",1503
1600000US4203792,"Baileyville CDP, Pennsylvania",113
1600000US4203800,"Bainbridge CDP, Pennsylvania",1652
1600000US4203816,"Bairdford CDP, Pennsylvania",1039
1600000US4203864,"Bakerstown CDP, Pennsylvania",2508
1600000US4203928,"Baldwin borough, Pennsylvania",19743
1600000US4203984,"Bally borough, Pennsylvania",1106
1600000US4204032,"Bangor borough, Pennsylvania",5217
1600000US4204136,"Barkeyville borough, Pennsylvania",208
1600000US4204344,"Barrville CDP, Pennsylvania",386
1600000US4204432,"Bath borough, Pennsylvania",2665
1600000US4204488,"Baumstown CDP, Pennsylvania",547
1600000US4204568,"Beallsville borough, Pennsylvania",506
1600000US4204599,"Bear Creek Village borough, Pennsylvania",308
1600000US4204608,"Bear Lake borough, Pennsylvania",159
1600000US4204616,"Bear Rocks CDP, Pennsylvania",1038
1600000US4204688,"Beaver borough, Pennsylvania",4419
1600000US4204768,"Beaverdale CDP, Pennsylvania",970
1600000US4204792,"Beaver Falls city, Pennsylvania",8641
1600000US4204816,"Beaver Meadows borough, Pennsylvania",766
1600000US4204824,"Beaver Springs CDP, Pennsylvania",657
1600000US4204848,"Beavertown borough, Pennsylvania",1080
1600000US4204896,"Bechtelsville borough, Pennsylvania",773
1600000US4204944,"Bedford borough, Pennsylvania",2762
1600000US4204984,"Beech Creek borough, Pennsylvania",793
1600000US4205028,"Beech Mountain Lakes CDP, Pennsylvania",1654
1600000US4205152,"Belfast CDP, Pennsylvania",1119
1600000US4205216,"Bell Acres borough, Pennsylvania",1362
1600000US4205256,"Bellefonte borough, Pennsylvania",6282
1600000US4205288,"Belle Vernon borough, Pennsylvania",1171
1600000US4205304,"Belleville CDP, Pennsylvania",1838
1600000US4205312,"Bellevue borough, Pennsylvania",8269
1600000US4205384,"Bellwood borough, Pennsylvania",1679
1600000US4205400,"Belmont CDP, Pennsylvania",2399
1600000US4205504,"Ben Avon borough, Pennsylvania",1884
1600000US4205520,"Ben Avon Heights borough, Pennsylvania",357
1600000US4205536,"Bendersville borough, Pennsylvania",746
1600000US4205648,"Benson borough, Pennsylvania",205
1600000US4205672,"Bentleyville borough, Pennsylvania",2528
1600000US4205680,"Benton borough, Pennsylvania",898
1600000US4205776,"Berlin borough, Pennsylvania",2048
1600000US4205848,"Bernville borough, Pennsylvania",893
1600000US4205856,"Berrysburg borough, Pennsylvania",381
1600000US4205888,"Berwick borough, Pennsylvania",10231
1600000US4205904,"Berwyn CDP, Pennsylvania",3405
1600000US4205936,"Bessemer borough, Pennsylvania",1224
1600000US4205976,"Bethany borough, Pennsylvania",244
1600000US4206000,"Bethel CDP, Pennsylvania",747
1600000US4206064,"Bethel Park municipality, Pennsylvania",32179
1600000US4206088,"Bethlehem city, Pennsylvania",75240
1600000US4206171,"Beurys Lake CDP, Pennsylvania",82
1600000US4206236,"Big Bass Lake CDP, Pennsylvania",1322
1600000US4206240,"Big Beaver borough, Pennsylvania",1834
1600000US4206280,"Bigler CDP, Pennsylvania",427
1600000US4206296,"Biglerville borough, Pennsylvania",1154
1600000US4206344,"Big Run borough, Pennsylvania",442
1600000US4206490,"Birchwood Lakes CDP, Pennsylvania",1088
1600000US4206496,"Bird-in-Hand CDP, Pennsylvania",564
1600000US4206504,"Birdsboro borough, Pennsylvania",5156
1600000US4206560,"Birmingham borough, Pennsylvania",150
1600000US4206744,"Black Lick CDP, Pennsylvania",1825
1600000US4206824,"Blain borough, Pennsylvania",264
1600000US4206904,"Blairsville borough, Pennsylvania",3322
1600000US4206928,"Blakely borough, Pennsylvania",6372
1600000US4206960,"Blanchard CDP, Pennsylvania",633
1600000US4206976,"Blandburg CDP, Pennsylvania",404
1600000US4206984,"Blandon CDP, Pennsylvania",7863
1600000US4207000,"Blawnox borough, Pennsylvania",1585
1600000US4207040,"Bloomfield borough, Pennsylvania",1483
1600000US4207120,"Blooming Valley borough, Pennsylvania",279
1600000US4207128,"Bloomsburg town, Pennsylvania",14500
1600000US4207160,"Blossburg borough, Pennsylvania",1654
1600000US4207208,"Blue Ball CDP, Pennsylvania",902
1600000US4207224,"Blue Bell CDP, Pennsylvania",6290
1600000US4207312,"Blue Ridge Summit CDP, Pennsylvania",828
1600000US4207368,"Boalsburg CDP, Pennsylvania",4533
1600000US4207384,"Bobtown CDP, Pennsylvania",659
1600000US4207472,"Boiling Springs CDP, Pennsylvania",2857
1600000US4207480,"Bolivar borough, Pennsylvania",420
1600000US4207560,"Bonneauville borough, Pennsylvania",2119
1600000US4207616,"Boothwyn CDP, Pennsylvania",5478
1600000US4207688,"Boston CDP, Pennsylvania",236
1600000US4207712,"Boswell borough, Pennsylvania",1349
1600000US4207800,"Bowers CDP, Pennsylvania",145
1600000US4207880,"Bowmanstown borough, Pennsylvania",940
1600000US4207896,"Bowmansville CDP, Pennsylvania",1946
1600000US4207960,"Boyertown borough, Pennsylvania",4071
1600000US4207976,"Brackenridge borough, Pennsylvania",3227
1600000US4207992,"Braddock borough, Pennsylvania",1770
1600000US4208008,"Braddock Hills borough, Pennsylvania",1683
1600000US4208024,"Bradenville CDP, Pennsylvania",468
1600000US4208040,"Bradford city, Pennsylvania",8440
1600000US4208064,"Bradford Woods borough, Pennsylvania",1154
1600000US4208208,"Branchdale CDP, Pennsylvania",495
1600000US4208240,"Brandonville CDP, Pennsylvania",277
1600000US4208312,"Brave CDP, Pennsylvania",217
1600000US4208392,"Breinigsville CDP, Pennsylvania",5478
1600000US4208416,"Brentwood borough, Pennsylvania",9528
1600000US4208432,"Bressler CDP, Pennsylvania",1404
1600000US4208472,"Briar Creek borough, Pennsylvania",757
1600000US4208504,"Brickerville CDP, Pennsylvania",1351
1600000US4208568,"Bridgeport borough, Pennsylvania",4582
1600000US4208624,"Bridgeville borough, Pennsylvania",5091
1600000US4208632,"Bridgewater borough, Pennsylvania",844
1600000US4208744,"Brisbin borough, Pennsylvania",287
1600000US4208760,"Bristol borough, Pennsylvania",9645
1600000US4208819,"Brittany Farms-The Highlands CDP, Pennsylvania",3723
1600000US4208896,"Broad Top City borough, Pennsylvania",478
1600000US4208960,"Brockway borough, Pennsylvania",1948
1600000US4209000,"Brodheadsville CDP, Pennsylvania",1513
1600000US4209080,"Brookhaven borough, Pennsylvania",8051
1600000US4209224,"Brookville borough, Pennsylvania",3866
1600000US4209248,"Broomall CDP, Pennsylvania",10883
1600000US4209400,"Brownstown borough, Pennsylvania",854
1600000US4209416,"Brownstown CDP, Pennsylvania",2274
1600000US4209432,"Brownsville borough, Pennsylvania",2181
1600000US4209496,"Browntown CDP, Pennsylvania",1461
1600000US4209528,"Bruin borough, Pennsylvania",476
1600000US4209696,"Bryn Athyn borough, Pennsylvania",1362
1600000US4209728,"Bryn Mawr CDP, Pennsylvania",3540
1600000US4209792,"Buckhorn CDP, Pennsylvania",425
1600000US4209896,"Buck Run CDP, Pennsylvania",234
1600000US4210096,"Buffington CDP, Pennsylvania",286
1600000US4210128,"Bulger CDP, Pennsylvania",264
1600000US4210224,"Burgettstown borough, Pennsylvania",1387
1600000US4210240,"Burlington borough, Pennsylvania",249
1600000US4210256,"Burnham borough, Pennsylvania",1981
1600000US4210280,"Burnside borough, Pennsylvania",224
1600000US4210464,"Butler city, Pennsylvania",13292
1600000US4210600,"Byrnedale CDP, Pennsylvania",634
1600000US4210720,"Cairnbrook CDP, Pennsylvania",573
1600000US4210768,"California borough, Pennsylvania",6513
1600000US4210792,"Callensburg borough, Pennsylvania",121
1600000US4210800,"Callery borough, Pennsylvania",474
1600000US4210808,"Callimont borough, Pennsylvania",38
1600000US4210816,"Caln CDP, Pennsylvania",1398
1600000US4210832,"Calumet CDP, Pennsylvania",1360
1600000US4210912,"Cambridge Springs borough, Pennsylvania",2608
1600000US4210960,"Campbelltown CDP, Pennsylvania",4454
1600000US4211000,"Camp Hill borough, Pennsylvania",7906
1600000US4211072,"Canadohta Lake CDP, Pennsylvania",493
1600000US4211152,"Canonsburg borough, Pennsylvania",8913
1600000US4211160,"Canton borough, Pennsylvania",1831
1600000US4211232,"Carbondale city, Pennsylvania",8625
1600000US4211272,"Carlisle borough, Pennsylvania",19113
1600000US4211328,"Carmichaels borough, Pennsylvania",444
1600000US4211336,"Carnegie borough, Pennsylvania",7935
1600000US4211348,"Carnot-Moon CDP, Pennsylvania",12430
1600000US4211456,"Carrolltown borough, Pennsylvania",811
1600000US4211472,"Carroll Valley borough, Pennsylvania",3894
1600000US4211576,"Cashtown CDP, Pennsylvania",214
1600000US4211616,"Cassandra borough, Pennsylvania",184
1600000US4211624,"Casselman borough, Pennsylvania",72
1600000US4211632,"Cassville borough, Pennsylvania",124
1600000US4211648,"Castanea CDP, Pennsylvania",1202
1600000US4211680,"Castle Shannon borough, Pennsylvania",8251
1600000US4211720,"Catasauqua borough, Pennsylvania",6541
1600000US4211736,"Catawissa borough, Pennsylvania",1471
1600000US4211804,"Cecil-Bishop CDP, Pennsylvania",2224
1600000US4211836,"Cedar Crest CDP, Pennsylvania",329
1600000US4211976,"Cementon CDP, Pennsylvania",1644
1600000US4212104,"Centerport borough, Pennsylvania",293
1600000US4212184,"Centerville borough (Crawford County), Pennsylvania",161
1600000US4212224,"Centerville borough (Washington County), Pennsylvania",3200
1600000US4212296,"Central City borough, Pennsylvania",1048
1600000US4212312,"Centralia borough, Pennsylvania",11
1600000US4212376,"Centre Hall borough, Pennsylvania",1282
1600000US4212424,"Cetronia CDP, Pennsylvania",2396
1600000US4212496,"Chalfant borough, Pennsylvania",773
1600000US4212504,"Chalfont borough, Pennsylvania",4082
1600000US4212512,"Chalkhill CDP, Pennsylvania",107
1600000US4212536,"Chambersburg borough, Pennsylvania",20640
1600000US4212656,"Chapman borough, Pennsylvania",165
1600000US4212704,"Charleroi borough, Pennsylvania",4004
1600000US4212864,"Chase CDP, Pennsylvania",875
1600000US4213120,"Cherry Tree borough, Pennsylvania",363
1600000US4213152,"Cherry Valley borough, Pennsylvania",53
1600000US4213168,"Cherryville CDP, Pennsylvania",1708
1600000US4213208,"Chester city, Pennsylvania",34102
1600000US4213216,"Chesterbrook CDP, Pennsylvania",4675
1600000US4213232,"Chester Heights borough, Pennsylvania",2596
1600000US4213240,"Chester Hill borough, Pennsylvania",771
1600000US4213384,"Chest Springs borough, Pennsylvania",165
1600000US4213392,"Cheswick borough, Pennsylvania",1732
1600000US4213400,"Chevy Chase Heights CDP, Pennsylvania",1755
1600000US4213408,"Chewton CDP, Pennsylvania",381
1600000US4213418,"Cheyney University CDP, Pennsylvania",557
1600000US4213440,"Chicora borough, Pennsylvania",932
1600000US4213480,"Chinchilla CDP, Pennsylvania",2087
1600000US4213512,"Christiana borough, Pennsylvania",954
1600000US4213596,"Church Hill CDP, Pennsylvania",1645
1600000US4213608,"Churchill borough, Pennsylvania",2984
1600000US4213632,"Churchtown CDP, Pennsylvania",425
1600000US4213648,"Churchville CDP, Pennsylvania",3901
1600000US4213704,"Clairton city, Pennsylvania",6692
1600000US4213768,"Clarence CDP, Pennsylvania",643
1600000US4213776,"Clarendon borough, Pennsylvania",413
1600000US4213800,"Clarion borough, Pennsylvania",5135
1600000US4213832,"Clark borough, Pennsylvania",619
1600000US4213864,"Clarks Green borough, Pennsylvania",1389
1600000US4213880,"Clarks Summit borough, Pennsylvania",4957
1600000US4213896,"Clarksville borough, Pennsylvania",186
1600000US4213952,"Clay CDP, Pennsylvania",2548
1600000US4213992,"Claysburg CDP, Pennsylvania",1702
1600000US4214000,"Claysville borough, Pennsylvania",974
1600000US4214064,"Clearfield borough, Pennsylvania",6012
1600000US4214160,"Cleona borough, Pennsylvania",2255
1600000US4214264,"Clifton Heights borough, Pennsylvania",6688
1600000US4214296,"Clinton CDP, Pennsylvania",552
1600000US4214376,"Clintonville borough, Pennsylvania",492
1600000US4214520,"Clymer borough, Pennsylvania",1255
1600000US4214568,"Coal Center borough, Pennsylvania",82
1600000US4214584,"Coaldale borough (Bedford County), Pennsylvania",134
1600000US4214600,"Coaldale borough (Schuylkill County), Pennsylvania",2208
1600000US4214640,"Coalmont borough, Pennsylvania",100
1600000US4214656,"Coalport borough, Pennsylvania",391
1600000US4214712,"Coatesville city, Pennsylvania",13169
1600000US4214760,"Coburn CDP, Pennsylvania",132
1600000US4214800,"Cochranton borough, Pennsylvania",1257
1600000US4214808,"Cochranville CDP, Pennsylvania",649
1600000US4214896,"Cokeburg borough, Pennsylvania",551
1600000US4215192,"Collegeville borough, Pennsylvania",5221
1600000US4215232,"Collingdale borough, Pennsylvania",8800
1600000US4215248,"Collinsburg CDP, Pennsylvania",1366
1600000US4215328,"Colonial Park CDP, Pennsylvania",12438
1600000US4215368,"Colony Park CDP, Pennsylvania",1434
1600000US4215384,"Columbia borough, Pennsylvania",10430
1600000US4215400,"Columbus CDP, Pennsylvania",720
1600000US4215416,"Colver CDP, Pennsylvania",767
1600000US4215432,"Colwyn borough, Pennsylvania",2554
1600000US4215464,"Commodore CDP, Pennsylvania",394
1600000US4215479,"Conashaugh Lakes CDP, Pennsylvania",1680
1600000US4215584,"Conestoga CDP, Pennsylvania",1128
1600000US4215680,"Confluence borough, Pennsylvania",654
1600000US4215744,"Conneaut Lake borough, Pennsylvania",672
1600000US4215755,"Conneaut Lakeshore CDP, Pennsylvania",2672
1600000US4215760,"Conneautville borough, Pennsylvania",728
1600000US4215776,"Connellsville city, Pennsylvania",7454
1600000US4215808,"Connoquenessing borough, Pennsylvania",580
1600000US4215848,"Conshohocken borough, Pennsylvania",7985
1600000US4215872,"Conway borough, Pennsylvania",2190
1600000US4215888,"Conyngham borough, Pennsylvania",1881
1600000US4216056,"Coopersburg borough, Pennsylvania",2401
1600000US4216080,"Cooperstown borough, Pennsylvania",419
1600000US4216128,"Coplay borough, Pennsylvania",3246
1600000US4216136,"Coral CDP, Pennsylvania",564
1600000US4216144,"Coraopolis borough, Pennsylvania",5607
1600000US4216256,"Cornwall borough, Pennsylvania",4230
1600000US4216272,"Cornwells Heights CDP, Pennsylvania",1123
1600000US4216296,"Corry city, Pennsylvania",6451
1600000US4216304,"Corsica borough, Pennsylvania",364
1600000US4216448,"Coudersport borough, Pennsylvania",2626
1600000US4216568,"Courtdale borough, Pennsylvania",617
1600000US4216816,"Crabtree CDP, Pennsylvania",207
1600000US4216848,"Crafton borough, Pennsylvania",5887
1600000US4216960,"Cranesville borough, Pennsylvania",562
1600000US4217024,"Creekside borough, Pennsylvania",316
1600000US4217040,"Crenshaw CDP, Pennsylvania",451
1600000US4217136,"Cresson borough, Pennsylvania",1687
1600000US4217152,"Cressona borough, Pennsylvania",1641
1600000US4217320,"Cross Creek CDP, Pennsylvania",140
1600000US4217416,"Cross Roads borough, Pennsylvania",492
1600000US4217440,"Crown CDP, Pennsylvania",152
1600000US4217448,"Croydon CDP, Pennsylvania",9865
1600000US4217528,"Crucible CDP, Pennsylvania",633
1600000US4217680,"Cumbola CDP, Pennsylvania",435
1600000US4217832,"Curtisville CDP, Pennsylvania",1065
1600000US4217840,"Curwensville borough, Pennsylvania",2460
1600000US4217976,"Daisytown borough, Pennsylvania",403
1600000US4218000,"Dale borough, Pennsylvania",1070
1600000US4218048,"Dallas borough, Pennsylvania",2779
1600000US4218072,"Dallastown borough, Pennsylvania",3822
1600000US4218080,"Dalmatia CDP, Pennsylvania",393
1600000US4218088,"Dalton borough, Pennsylvania",1298
1600000US4218136,"Danville borough, Pennsylvania",4637
1600000US4218152,"Darby borough, Pennsylvania",10710
1600000US4218192,"Darlington borough, Pennsylvania",259
1600000US4218256,"Dauberville CDP, Pennsylvania",767
1600000US4218272,"Dauphin borough, Pennsylvania",938
1600000US4218312,"Davidsville CDP, Pennsylvania",841
1600000US4218360,"Dawson borough, Pennsylvania",457
1600000US4218400,"Dayton borough, Pennsylvania",522
1600000US4218496,"Deemston borough, Pennsylvania",792
1600000US4218568,"Deer Lake CDP, Pennsylvania",563
1600000US4218576,"Deer Lake borough, Pennsylvania",743
1600000US4218608,"Defiance CDP, Pennsylvania",381
1600000US4218664,"Delano CDP, Pennsylvania",330
1600000US4218736,"Delaware Water Gap borough, Pennsylvania",599
1600000US4218768,"Delmont borough, Pennsylvania",2621
1600000US4218800,"Delta borough, Pennsylvania",649
1600000US4218888,"Denver borough, Pennsylvania",3877
1600000US4218960,"Derry borough, Pennsylvania",2601
1600000US4218998,"DeSales University CDP, Pennsylvania",949
1600000US4219040,"Devon CDP, Pennsylvania",1749
1600000US4219048,"Dewart CDP, Pennsylvania",1385
1600000US4219160,"Dickson City borough, Pennsylvania",5903
1600000US4219161,"Dicksonville CDP, Pennsylvania",670
1600000US4219208,"Dillsburg borough, Pennsylvania",2574
1600000US4219432,"Donaldson CDP, Pennsylvania",252
1600000US4219472,"Donegal borough, Pennsylvania",189
1600000US4219536,"Donora borough, Pennsylvania",4650
1600000US4219576,"Dormont borough, Pennsylvania",8488
1600000US4219584,"Dorneyville CDP, Pennsylvania",4262
1600000US4219680,"Douglassville CDP, Pennsylvania",618
1600000US4219696,"Dover borough, Pennsylvania",2096
1600000US4219752,"Downingtown borough, Pennsylvania",7961
1600000US4219784,"Doylestown borough, Pennsylvania",8307
1600000US4219856,"Dravosburg borough, Pennsylvania",1763
1600000US4219920,"Drexel Hill CDP, Pennsylvania",28246
1600000US4219976,"Driftwood borough, Pennsylvania",41
1600000US4220080,"Dry Tavern CDP, Pennsylvania",643
1600000US4220096,"Dryville CDP, Pennsylvania",485
1600000US4220104,"Dublin borough, Pennsylvania",2081
1600000US4220136,"DuBois city, Pennsylvania",7556
1600000US4220144,"Duboistown borough, Pennsylvania",1142
1600000US4220152,"Dudley borough, Pennsylvania",199
1600000US4220216,"Dunbar borough, Pennsylvania",1210
1600000US4220240,"Duncannon borough, Pennsylvania",1471
1600000US4220248,"Duncansville borough, Pennsylvania",1234
1600000US4220328,"Dunlevy borough, Pennsylvania",364
1600000US4220336,"Dunlo CDP, Pennsylvania",149
1600000US4220352,"Dunmore borough, Pennsylvania",13412
1600000US4220416,"Dunnstown CDP, Pennsylvania",1522
1600000US4220424,"Dupont borough, Pennsylvania",2682
1600000US4220432,"Duquesne city, Pennsylvania",5544
1600000US4220512,"Duryea borough, Pennsylvania",4886
1600000US4220528,"Dushore borough, Pennsylvania",671
1600000US4220634,"Eagle Lake CDP, Pennsylvania",0
1600000US4220648,"Eagles Mere borough, Pennsylvania",129
1600000US4220662,"Eagleview CDP, Pennsylvania",1584
1600000US4220664,"Eagleville CDP (Centre County), Pennsylvania",491
1600000US4220672,"Eagleville CDP (Montgomery County), Pennsylvania",5019
1600000US4220704,"Earlston CDP, Pennsylvania",1077
1600000US4220776,"East Bangor borough, Pennsylvania",1033
1600000US4220792,"East Berlin borough, Pennsylvania",1559
1600000US4220800,"East Berwick CDP, Pennsylvania",2400
1600000US4220840,"East Brady borough, Pennsylvania",968
1600000US4220904,"East Butler borough, Pennsylvania",713
